doc_num,positive,other,neutral,negative
0,0.4500957727432251,0.29334790507952374,0.17097453773021695,0.0855817819635073
1,0.5983273386955261,0.24123630610605074,0.11489866736034547,0.04553765896707767
2,0.6561298072338104,0.165687121450901,0.13533338097234562,0.04284962639212606
3,0.5994831025600433,0.2784350961446762,0.08324087783694264,0.03884091321378945
4,0.5760658085346222,0.2065975939234098,0.1527533375968535,0.06458323945601775
5,0.39995155731836957,0.27652357021967566,0.1875207920869191,0.13600410024325046
6,0.41618092854817706,0.27640098333358765,0.2208785116672515,0.08653957055260734
7,0.6055137316385905,0.21064037332932148,0.1357515901327133,0.048094283168514496
8,0.5854088266690572,0.23229619363943732,0.13750808561841646,0.044786940018335934
9,0.6534267961978912,0.1965310722589492,0.10848243286212284,0.0415596719831228
10,0.6334556192159653,0.2117570117115974,0.12689934670925135,0.02788800187408915
11,0.5844258864720663,0.23134801288445786,0.13849248116215065,0.045733655492464664
12,0.5760658085346222,0.2065975939234098,0.1527533375968535,0.06458323945601775
13,0.41976826389630634,0.2749518553415934,0.22000573575496665,0.08527412669112279
14,0.6561972598234812,0.19757688542207075,0.10533764710028963,0.04088819337387877
15,0.3996846079826355,0.2769294281800588,0.18742311994234717,0.13596287866433457
16,0.6065065662066141,0.2105453933278719,0.13514470122754574,0.04780331067740914
17,0.5852659344673157,0.23291577398777005,0.1362669728696346,0.04555134351054824
18,0.7149527470270792,0.15789269407590226,0.07596970597902926,0.051184846709171866
19,0.5103592574596405,0.2537585149208704,0.14950210104386005,0.0863801203668117
20,0.6331911981105804,0.18167322501540178,0.15213041007518766,0.0330051509663462
21,0.5650345583756765,0.2468771462639173,0.11656739935278888,0.0715209046999613
22,0.6158534189065298,0.2161319628357887,0.10797995701432223,0.06003467304011179
23,0.5693131188551585,0.21191511551539102,0.15202213575442627,0.0667496174573898
24,0.6272900203863779,0.18951954692602155,0.12502052945395312,0.058169887090722704
25,0.6243102550506592,0.1819609403610229,0.12404021620750424,0.06968860700726505
26,0.5363196929295858,0.23608428736527753,0.15530453870693836,0.07229148223996157
27,0.5868739088376363,0.2730247378349304,0.08704282591740282,0.05305854293207323
28,0.41976826389630634,0.2749518553415934,0.22000573575496665,0.08527412669112279
29,0.6243102550506592,0.1819609403610229,0.12404021620750424,0.06968860700726505
30,0.6226676205794016,0.2105658749739329,0.10710175583759936,0.059664718185861866
31,0.4967254598935445,0.3129966408014297,0.11696234345436092,0.07331555833419157
32,0.5761649409929911,0.2183561101555824,0.14876679206887877,0.056712144985794966
33,0.5717603862285614,0.24055686344703034,0.12447096655766164,0.06321180425584313
34,0.6260181168715159,0.1904504224658012,0.12521637293199697,0.05831511753300824
35,0.6243102550506592,0.1819609403610229,0.12404021620750424,0.06968860700726505
36,0.5438915888468424,0.24198897182941434,0.15456902732451758,0.05955039492497837
37,0.531875342130661,0.26186027377843857,0.13745336234569544,0.06881103105843064
38,0.5438915888468424,0.24198897182941434,0.15456902732451758,0.05955039492497837
39,0.531875342130661,0.26186027377843857,0.13745336234569544,0.06881103105843064
40,0.5604399144649506,0.24059945096572236,0.1399504716197649,0.05901013625164823
41,0.5748753448327383,0.23582138369480765,0.1258055294553438,0.06349775257209933
42,0.5401062667369843,0.24387064576148984,0.11516302948196726,0.10086006298661226
43,0.7672618925571442,0.12297268956899637,0.08212652988731857,0.027638881622503164
44,0.6233111222585043,0.1946716134746869,0.1286417860537767,0.053375496218601826
45,0.5754004021485647,0.23515182485183075,0.12458640088637662,0.0648614099870125
46,0.6769209404786428,0.16510213911533353,0.09235535437862073,0.06562158962090807
